2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000200e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000011e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000189e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000089e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000178e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000266e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000355e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.099999999999999978e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 8.140743426212587730e-01 1.155367725935723365e-02
3.300000000000000155e-01 7.541279544472002661e-01 9.774251823268532632e-03
3.400000000000000244e-01 6.885774678796708903e-01 9.935741647267917753e-03
3.499999999999999778e-01 7.113133543791791968e-01 1.022532430150069338e-02
3.599999999999999867e-01 5.841267592052393764e-01 8.335429046837278949e-03
3.699999999999999956e-01 5.474669964030383085e-01 7.665364239543726900e-03
3.800000000000000044e-01 5.101702193263180085e-01 7.054199231486085221e-03
3.900000000000000133e-01 5.176146539958623727e-01 7.129769814696285471e-03
4.000000000000000222e-01 4.857276434814130628e-01 7.440070787531371729e-03
4.100000000000000311e-01 5.154891581291889402e-01 7.332668056019914921e-03
4.200000000000000400e-01 4.957976567391672584e-01 7.077574371860124829e-03
4.300000000000000488e-01 4.611866945920439220e-01 6.300286324477316104e-03
4.400000000000000022e-01 4.570095005642452746e-01 6.259746367134502547e-03
4.500000000000000111e-01 4.561154055148840536e-01 6.601177524864729543e-03
4.600000000000000200e-01 4.384731880282601302e-01 6.209659653790050061e-03
4.700000000000000289e-01 4.433366934475417298e-01 6.150591117392890071e-03
4.800000000000000377e-01 4.378223368681526950e-01 6.244800645661492157e-03
4.899999999999999911e-01 4.488761671996162606e-01 6.534240622740127014e-03
5.000000000000000000e-01 4.327614347234577385e-01 6.188654965787209784e-03
